,Week,Mins,Goals,Assists,Clean_Sheets,Goals_Conceded,Yellow_Cards,Red_Cards,Saves,Bonus,PPI,BPS,Net_Transfers,Value,Points,serialID,ID,Name,Team,Position,Availabilty,Selection,EA_INDEX,Price
98,741,1444,3,4,5,19,3,0,0,3,293,206,2093,201.8,66,99,99,Victor Moses,STK,MD,0,0.3,293,5
394,741,3150,0,0,7,43,3,0,87,3,352,482,-136641,185.8,106,395,395,Asmir Begovic,STK,GK,100,5.5,352,4.8
395,741,0,0,0,0,0,0,0,0,0,0,0,-4129,166.2,0,396,396,Thomas S¿rensen,STK,GK,,0.2,0,4.3
396,741,0,0,0,0,0,0,0,0,0,0,0,47628,146.9,0,397,397,Andy Wilkinson,STK,DEF,100,2,0,3.8
397,741,2831,2,1,6,39,7,0,0,8,340,462,-24421,206.5,92,398,398,Ryan Shawcross,STK,DEF,100,7,340,5.3
399,741,2122,0,0,5,26,4,1,0,8,223,359,21939,167.5,63,400,400,Marc Wilson,STK,DEF,100,1.2,223,4.3
400,741,2138,0,1,5,30,4,0,0,6,260,386,-330617,160.6,66,401,401,Geoff Cameron,STK,DEF,100,3.4,260,4.2
401,741,2562,0,2,7,30,8,0,0,8,330,473,-739,179.3,84,402,402,Erik Pieters,STK,DEF,100,0.9,330,4.6
402,741,1389,0,0,7,16,3,0,0,5,188,280,1772,165.2,59,403,403,Marc Muniesa,STK,DEF,100,0.2,188,4.2
403,741,2082,0,2,5,29,6,0,0,7,271,326,-6249,187.9,66,404,404,Phil Bardsley,STK,DEF,100,0.5,271,4.9
404,741,5,0,0,0,0,0,0,0,0,1,3,-454,162.4,1,405,405,Dionatan do Nascimento Teixeira,STK,DEF,100,0,1,4.2
405,741,0,0,0,0,0,0,0,0,0,0,0,-9947,152,0,406,406,Ryan Shotton,STK,DEF,0,0.2,0,4
406,741,933,0,3,0,15,3,0,0,1,149,146,-7658,180.8,33,407,407,Stephen Ireland,STK,MD,100,0.1,149,4.7
407,741,1511,7,3,5,17,5,0,0,10,308,364,-11445,211.7,97,408,408,Charlie Adam,STK,MD,100,1,308,5.4
408,741,2258,0,0,9,27,6,0,0,0,333,363,-1184,187.2,56,409,409,Glenn Whelan,STK,MD,100,0,333,4.9
409,741,0,0,0,0,0,0,0,0,0,0,0,-1247,164.5,0,410,410,Wilson Palacios,STK,MD,,0.2,0,4.3
410,741,2419,8,6,6,28,5,0,0,8,486,350,88794,198.5,125,411,411,Jonathan Walters,STK,MD,100,3.1,486,5.1
411,741,3375,3,2,9,44,2,0,0,8,479,601,4429,186.9,111,412,412,Steven N'Zonzi,STK,MD,100,0.5,479,4.9
412,741,0,0,0,0,0,0,0,0,0,0,0,-775,164.8,0,413,413,Brek Shea,STK,MD,0,0,0,4.3
413,741,0,0,0,0,0,0,0,0,0,0,0,-316,167.6,0,414,414,Jamie Ness,STK,MD,0,0,0,4.4
414,741,0,0,0,0,0,0,0,0,0,0,0,-700,165.6,0,415,415,Charlie Ward,STK,MD,,0.1,0,4.3
415,741,450,0,0,0,8,3,0,0,0,24,46,-126656,192.6,13,416,416,Steve Sidwell,STK,MD,100,1.2,24,5
416,741,1918,1,7,6,26,2,0,0,5,288,305,-54733,236.8,84,417,417,Marko Arnautovic,STK,MD,100,0.6,288,6.2
417,741,194,0,0,0,3,0,0,0,0,34,42,-31545,234.1,8,418,418,Peter Odemwingie,STK,MD,100,0.3,34,6.1
418,741,1685,8,3,4,23,4,0,0,14,269,303,-63766,217.1,101,419,419,Peter Crouch,STK,FWD,100,1.4,269,5.6
419,741,0,0,0,0,0,0,0,0,0,0,0,-4921,190,0,420,420,Cameron Jerome,STK,FWD,,0.1,0,5
420,741,2434,12,3,6,31,7,0,0,18,476,403,-832,235.2,128,421,421,Mame Biram Diouf,STK,FWD,100,0.6,476,6.1
532,741,1203,4,1,3,20,2,0,0,13,219,299,-446196,190.8,59,533,533,Bojan Krkic,STK,FWD,0,2.5,219,4.9
631,663,270,0,0,2,2,0,0,11,0,33,63,1628,117,15,632,632,Jack Butland,STK,GK,,0.1,33,4.5
633,663,1,0,0,0,0,0,0,0,0,0,3,134,116.6,1,634,634,Oliver Shenton,STK,MD,,0,0,4.4
655,531,1006,0,0,2,15,4,0,0,3,97,152,9152,79.7,26,656,656,Philipp Wollscheid,STK,DEF,100,0.3,97,4.2
205,745,823,0,0,4,12,1,0,0,2,86,159,990,167.9,32,206,206,Sebasti‡n Coates,SUN,DEF,100,0.1,86,4.4
242,745,1483,3,0,2,34,5,0,0,4,221,222,-51014,182.4,55,243,243,Jack Rodwell,SUN,MD,100,1.4,221,4.7
421,745,900,0,0,2,20,0,0,35,2,87,159,-167406,163.9,31,422,422,Vito Mannone,SUN,GK,100,4.4,87,4.1
422,745,2520,0,0,11,33,2,0,111,7,277,503,140797,170.9,123,423,423,Costel Pantilimon,SUN,GK,100,4.1,277,4.5
423,745,3270,0,0,12,53,4,0,0,9,291,607,-24647,171.2,107,424,424,John O'Shea,SUN,DEF,100,7.5,291,4.6
424,745,1992,0,0,8,27,5,1,0,4,210,355,-5074,167.6,63,425,425,Wes Brown,SUN,DEF,100,0.4,210,4.3
425,745,0,0,0,0,0,0,0,0,0,0,0,-24079,152,0,426,426,Modibo Diakit_,SUN,DEF,0,0.4,0,4
426,745,90,0,0,0,2,1,0,0,0,2,8,-8376,152,0,427,427,Valentin Roberge,SUN,DEF,0,0.1,2,4
427,745,1255,0,1,6,18,7,0,0,2,151,168,1145,165.4,44,428,428,Billy Jones,SUN,DEF,100,0.1,151,4.3
428,745,2079,4,3,11,28,2,0,0,5,325,381,-158099,230.5,98,429,429,Adam Johnson,SUN,MD,100,2.4,325,5.9
429,745,2357,1,0,11,35,14,0,0,1,236,312,21700,168,58,430,430,Lee Cattermole,SUN,MD,100,2.6,236,4.3
430,745,3052,3,4,12,43,10,0,0,6,468,531,130960,206,105,431,431,Sebastian Larsson,SUN,MD,100,4.4,468,5.3
431,745,0,0,0,0,0,0,0,0,0,0,0,-2007,171,0,432,432,Alfred N'Diaye,SUN,MD,0,0,0,4.5
432,745,0,0,0,0,0,0,0,0,0,0,0,-307,165.4,0,433,433,Tavares Varela Adilson Cabral,SUN,MD,0,0,0,4.3
433,745,308,0,0,1,5,2,0,0,0,41,30,-603,221.5,9,434,434,Emanuele Giaccherini,SUN,MD,100,0,41,5.8
434,745,0,0,0,0,0,0,0,0,0,0,0,-835,171,0,435,435,El-Hadji Ba,SUN,MD,0,0,0,4.5
435,745,0,0,0,0,0,0,0,0,0,0,0,-219,165.3,0,436,436,Charalampos Mavrias,SUN,MD,0,0,0,4.3
436,745,911,0,2,2,15,6,1,0,0,118,130,4204,163.7,22,437,437,Liam Bridcutt,SUN,MD,100,0.3,118,4.2
437,745,0,0,0,0,0,0,0,0,0,0,0,-140,165.8,0,438,438,Liam Agnew,SUN,MD,,0.1,0,4.3
438,745,1941,4,2,7,24,7,0,0,7,328,347,47498,195.9,81,439,439,Jordi Gomez Garcia-Penche,SUN,MD,100,0.8,328,5.1
439,745,2768,5,1,11,40,8,0,0,4,363,234,-7128,215.4,85,440,440,Connor Wickham,SUN,FWD,100,1.1,363,5.6
440,745,1784,5,2,6,35,4,0,0,6,254,226,-13787,197.3,76,441,441,Steven Fletcher,SUN,FWD,100,0.4,254,5
441,745,5,0,0,0,0,0,0,0,0,-4,3,-1192,165.1,1,442,442,Mikael Mandron,SUN,FWD,100,0.1,-4,4.3
442,745,0,0,0,0,0,0,0,0,0,0,0,-810,171,0,443,443,David Moberg-Karlsson,SUN,FWD,0,0,0,4.5
443,745,311,0,0,1,4,0,0,0,0,31,16,-7235,196.4,13,444,444,Jozy Altidore,SUN,FWD,0,0.2,31,5.1
444,745,0,0,0,0,0,0,0,0,0,0,0,-33,190,0,445,445,Ignacio Scocco,SUN,FWD,,0,0,5
445,745,627,1,1,3,6,0,0,0,3,94,79,14667,180.2,30,446,446,Danny Graham,SUN,FWD,100,0.2,94,4.7
540,745,2307,0,5,7,39,4,0,0,7,260,513,174536,163.2,84,541,541,Patrick van Aanholt,SUN,DEF,100,4.6,260,4.1
560,745,2620,0,0,11,40,6,0,0,12,297,482,49953,171,95,561,561,Santiago Vergini,SUN,DEF,100,1.3,297,4.5
567,745,876,0,3,1,22,2,0,0,0,97,98,-565,197.7,37,568,568,William Buckley,SUN,MD,100,0,97,5
595,739,497,0,0,2,11,3,0,0,0,59,50,69,200.8,16,596,596,Ricardo çlvarez,SUN,MD,100,0,59,5.7
623,709,1327,0,1,5,18,0,0,0,7,126,267,4721,135,55,624,624,Anthony R_veillere,SUN,DEF,100,0.1,126,4.5
625,690,0,0,0,0,0,0,0,0,0,0,0,635,112,0,626,626,Thomas Robson,SUN,DEF,,0,0,4
661,514,1451,4,2,7,19,1,0,0,6,226,185,194455,93.5,61,662,662,Jermain Defoe,SUN,FWD,100,2.5,226,4.8
681,394,0,0,0,0,0,0,0,0,0,0,0,391,54,0,682,682,Duncan Watmore,SUN,FWD,,0,0,4.5
695,217,0,0,0,0,0,0,0,0,0,0,0,350,27,0,696,696,George Honeyman,SUN,MD,,0,0,4.5
706,38,0,0,0,0,0,0,0,0,0,0,0,0,4,0,707,707,Jordan Pickford,SUN,GK,,0,0,4
347,741,1805,3,1,8,19,1,0,0,3,290,386,29322,165.9,74,348,348,Jack Cork,SWA,MD,100,1.8,290,4.3
369,741,1179,0,1,3,14,1,2,0,2,175,200,-2826,163.1,34,370,370,Kyle Naughton,SWA,DEF,100,0.3,175,4
379,741,692,0,0,2,10,1,0,0,0,96,132,-2349,167.6,21,380,380,Tom Carroll,SWA,MD,100,0.1,96,4.4
380,741,2682,7,10,9,43,2,0,0,19,561,612,463028,251.1,154,381,381,Gylfi Sigurdsson,SWA,MD,100,25,561,6.5
447,741,3307,0,0,13,47,0,1,137,9,409,626,203795,196.9,151,448,448,Lukasz Fabianski,SWA,GK,100,8.2,409,5.3
448,741,3330,0,0,13,48,6,0,0,15,447,761,176056,198.9,118,449,449,Ashley Williams,SWA,DEF,100,9.1,447,5.4
449,741,2998,0,3,13,41,9,0,0,4,378,658,118652,180.2,109,450,450,Neil Taylor,SWA,DEF,100,4.7,378,4.8
450,741,0,0,0,0,0,0,0,0,0,0,0,-1777,148.7,0,451,451,Alan Tate,SWA,DEF,100,0.1,0,3.9
451,741,2036,0,0,7,25,1,1,0,0,273,427,-2902,188.9,64,452,452,Angel Rangel,SWA,DEF,100,0.5,273,4.9
452,741,0,0,0,0,0,0,0,0,0,0,0,-2759,190,0,453,453, Chico,SWA,DEF,0,0,0,5
453,741,630,0,0,1,10,2,0,0,0,61,114,14055,148.4,13,454,454,Kyle Bartley,SWA,DEF,100,1.2,61,3.9
455,741,129,0,0,0,5,0,0,0,0,10,25,-840,165,2,456,456,Dwight Tiendalli,SWA,DEF,100,0,10,4.3
456,741,588,0,0,2,7,3,0,0,0,80,130,-320,161.6,19,457,457,Jordi Amat,SWA,DEF,0,0.2,80,4.1
457,741,636,0,1,2,12,1,0,0,2,70,128,-2949,152,24,458,458,Ashley Richards,SWA,DEF,100,0.4,70,4
458,741,0,0,0,0,0,0,0,0,0,0,0,-549,164.5,0,459,459,Stephen Kingsley,SWA,DEF,100,0,0,4.3
459,741,2309,3,1,10,31,1,1,0,1,310,233,2472,207.5,81,460,460,Wayne Routledge,SWA,MD,100,0.9,310,5.4
460,741,1862,3,2,8,29,2,0,0,5,318,302,84968,206.7,85,461,461,Nathan Dyer,SWA,MD,100,4.6,318,5.2
461,741,534,0,0,1,10,1,0,0,0,62,107,-1357,167.7,15,462,462,Leon Britton,SWA,MD,100,0.1,62,4.4
462,741,0,0,0,0,0,0,0,0,0,0,0,-2033,228,0,463,463,Pablo Hern‡ndez,SWA,MD,0,0,0,6
463,741,0,0,0,0,0,0,0,0,0,0,0,-40,171,0,464,464,Alejandro Pozuelo Melero,SWA,MD,0,0,0,4.5
464,741,2449,3,6,11,30,8,1,0,10,430,415,-172167,200.6,99,465,465,Jonjo Shelvey,SWA,MD,100,3.1,430,5.2
465,741,0,0,0,0,0,0,0,0,0,0,0,-70,285,0,466,466,Miguel Michu,SWA,MD,0,0,0,7.5
466,741,0,0,0,0,0,0,0,0,0,0,0,-4738,167.5,0,467,467,Jos_ Alberto Ca–as Ruiz Herrera,SWA,MD,0,0.1,0,4.4
467,741,0,0,0,0,0,0,0,0,0,0,0,-3620,171,0,468,468,Lee Lucas,SWA,MD,100,0.1,0,4.5
468,741,115,0,0,1,1,0,0,0,0,18,16,-100,170.3,4,469,469,Jay Fulton,SWA,MD,100,0,18,4.4
469,741,0,0,0,0,0,0,0,0,0,0,0,-482,166.4,0,470,470,Adam King,SWA,MD,,0.1,0,4.3
470,741,2689,8,1,11,33,4,0,0,17,488,677,152474,191.5,129,471,471,Sung-yueng Ki,SWA,MD,100,6.2,488,5.1
472,741,0,0,0,0,0,0,0,0,0,0,0,-463,168.3,0,473,473,Rory Donnelly,SWA,FWD,100,0,0,4.4
473,741,1650,7,1,5,26,0,0,0,6,302,246,-11311,249.7,84,474,474,Baf_timbi Gomis,SWA,FWD,100,0.5,302,6.5
474,741,514,0,1,0,9,2,0,0,0,72,50,42,186.5,21,475,475,Marvin Emnes,SWA,FWD,100,0,72,4.9
534,741,110,0,0,0,3,0,0,4,0,6,16,-1580,167.7,2,535,535,Gerhard Tremmel,SWA,GK,,0.1,6,4.4
536,741,1577,1,8,5,21,0,0,0,2,288,308,-4800,212.6,80,537,537,Jefferson Montero,SWA,MD,100,0.2,288,5.4
574,741,0,0,0,0,0,0,0,0,0,0,0,179,168,0,575,575,Josh Sheehan,SWA,MD,100,0,0,4.4
583,740,2475,0,0,10,37,0,0,0,11,297,548,4234,182.4,93,584,584,Federico Fern‡ndez,SWA,DEF,100,0.2,297,4.9
619,720,0,0,0,0,0,0,0,0,0,0,0,879,128,0,620,620,Liam Shephard,SWA,DEF,,0,0,4
626,686,289,0,2,1,4,1,0,0,0,56,58,123,125,17,627,627,Modou Barrow,SWA,FWD,100,0,56,4.4
644,621,0,0,0,0,0,0,0,0,0,0,0,1544,92,0,645,645,David Cornell,SWA,GK,100,0.1,0,4
656,531,44,0,0,0,1,0,0,0,0,6,5,103,89.3,3,657,657,Matt Grimes,SWA,MD,,0,6,4.9
657,531,389,1,1,0,9,0,0,0,0,59,60,329,102.4,21,658,658,N_lson Miguel Castro Oliveira,SWA,FWD,100,0,59,5.5
696,146,0,0,0,0,0,0,0,0,0,0,0,394,16,0,697,697,Raheem Hanley,SWA,DEF,,0,0,4
707,38,7,0,0,0,0,0,0,0,0,1,3,0,4.5,1,708,708,Kenji Gorre,SWA,MD,,0,1,4.5
206,741,1972,0,1,8,29,1,0,0,7,208,386,206860,159.9,75,207,207,Andre Wisdom,WBA,DEF,100,13.5,208,4
272,741,1719,1,0,9,25,3,0,0,0,208,284,-20304,174.3,55,273,273,Darren Fletcher,WBA,MD,,0.5,208,4.5
475,741,935,0,0,4,17,1,0,57,6,111,215,-107611,152.8,56,476,476,Boaz Myhill,WBA,GK,100,13.7,111,4.1
476,741,2485,0,0,11,34,2,0,74,3,256,433,-11369,173.1,98,477,477,Ben Foster,WBA,GK,0,3.9,256,4.5
477,741,825,1,0,3,18,2,0,0,2,95,152,-7676,179.2,32,478,478,Jonas Olsson,WBA,DEF,100,0.1,95,4.6
478,741,2071,1,0,12,31,2,1,0,5,214,385,8324,183.8,89,479,479,Gareth McAuley,WBA,DEF,100,0.3,214,4.7
479,741,2590,2,0,12,38,6,0,0,3,330,490,102771,171.9,99,480,480,Craig Dawson,WBA,DEF,100,3.7,330,4.5
480,741,0,0,0,0,0,0,0,0,0,0,0,-460,148.7,0,481,481,Liam O'Neil,WBA,DEF,,0.3,0,3.9
481,741,0,0,0,0,0,0,0,0,0,0,0,-2496,149,0,482,482,Donervon Daniels,WBA,DEF,0,0.1,0,3.9
482,741,3060,1,2,15,44,3,0,0,8,377,584,106555,188.8,127,483,483,Joleon Lescott,WBA,DEF,100,3.7,377,5.1
483,741,806,0,0,2,17,2,0,0,3,80,152,63645,148.9,30,484,484,Chris Baird,WBA,DEF,100,2.6,80,3.8
484,741,1211,0,0,5,18,1,0,0,1,150,199,1368,162.9,41,485,485,S_bastien Pocognoli,WBA,DEF,100,0.2,150,4.1
485,741,1762,1,4,7,29,5,0,0,2,255,236,-11733,215.4,67,486,486,St_phane Sessegnon,WBA,MD,100,0.3,255,5.4
486,741,0,0,0,0,0,0,0,0,0,0,0,-41,171,0,487,487,George Thorne,WBA,MD,0,0,0,4.5
487,741,1587,1,3,6,24,5,0,0,5,203,252,4110,186.2,57,488,488,Graham Dorrans,WBA,MD,100,0.3,203,4.7
488,741,2678,3,4,13,36,10,0,0,4,375,408,-1309,209,99,489,489,Craig Gardner,WBA,MD,100,0.1,375,5.5
489,741,2553,2,1,14,35,3,0,0,9,386,451,121,209,95,490,490,James Morrison,WBA,MD,100,0.1,386,5.5
490,741,899,0,0,3,16,1,1,0,0,81,139,-8082,178.3,25,491,491,Youssuf Mulumbu,WBA,MD,100,0.1,81,4.6
491,741,2892,2,10,14,40,5,0,0,13,389,523,16609,201.6,128,492,492,Chris Brunt,WBA,MD,100,0.8,389,5.2
492,741,1392,0,0,9,18,5,1,0,0,149,166,-9374,167.5,35,493,493,Claudio Yacob,WBA,MD,100,0.2,149,4.4
493,741,0,0,0,0,0,0,0,0,0,0,0,-800,167.6,0,494,494,Kemar Roofe,WBA,MD,100,0,0,4.4
494,741,1035,3,3,4,14,0,0,0,6,154,152,-12832,186.5,57,495,495,Victor Anichebe,WBA,FWD,100,0.2,154,4.9
495,741,2925,14,1,13,46,2,0,0,21,574,477,276210,214.9,148,496,496,Saido Berahino,WBA,FWD,100,11.4,574,5.6
530,741,1301,4,2,6,17,2,0,0,6,223,138,-300,209.9,62,531,531,Brown Ideye,WBA,FWD,100,0.1,223,4.8
552,741,102,0,0,0,3,0,0,0,0,7,8,-780,163.6,2,553,553,Jason Davidson,WBA,DEF,100,0,7,4.2
553,741,242,0,1,0,3,1,0,0,0,30,65,-3603,162.5,12,554,554,Cristian Gamboa,WBA,DEF,100,0.1,30,4.1
585,740,72,0,0,0,0,0,0,0,0,16,14,123,177.2,5,586,586,Georgios Samaras,WBA,FWD,100,0,16,4.7
589,738,336,1,0,1,7,1,0,0,0,52,41,45,216,15,590,590,Silvestre Varela,WBA,MD,0,0,52,6
604,735,39,0,0,0,0,1,0,0,0,0,5,21,185.7,2,605,605,Sebasti‡n Blanco,WBA,MD,,0,0,5.2
609,735,0,0,0,0,0,0,0,0,0,0,0,2597,140,0,610,610,Luke Daniels,WBA,GK,0,0.1,0,4
652,551,0,0,0,0,0,0,0,0,0,0,0,289,85.5,0,653,653,Adil Nabi,WBA,FWD,,0,0,4.5
666,488,345,0,1,0,8,1,0,0,0,53,33,472,74.4,11,667,667,Callum McManaman,WBA,MD,100,0,53,4.4
671,488,0,0,0,0,0,0,0,0,0,0,0,4548,64,0,672,672,Jack Rose,WBA,GK,,0.2,0,4
701,38,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,702,702,Tyler Roberts,WBA,FWD,,0,0,4.5
702,38,0,0,0,0,0,0,0,0,0,0,0,0,4,0,703,703,Alex Palmer,WBA,GK,,0,0,4
4,741,2669,0,2,9,30,2,0,0,2,369,458,19932,190,94,5,5,Carl Jenkinson,WHU,DEF,100,0.8,369,5
496,741,28,0,0,0,0,0,0,4,0,5,9,-20350,162.8,2,497,497,Jussi J__skel_inen,WHU,GK,,0.6,5,4.2
497,741,3390,0,0,9,47,3,1,129,6,386,587,74177,192,142,498,498,Adri‡n San Miguel del Castillo,WHU,GK,,2.9,386,5.2
498,741,1881,0,0,5,23,5,1,0,3,229,314,-13302,169.7,54,499,499,James Collins,WHU,DEF,100,0.3,229,4.4
499,741,526,0,0,1,11,2,0,0,2,53,91,-6759,162,15,500,500,Joey O'Brien,WHU,DEF,100,0.4,53,4.2
500,741,2502,1,0,3,39,10,0,0,9,287,397,-6455,187.8,61,501,501,Winston Reid,WHU,DEF,100,0.7,287,4.8
501,741,258,0,0,0,7,0,0,0,0,30,38,-11015,180.2,7,502,502,Guy Demel,WHU,DEF,100,0.2,30,4.7
502,741,0,0,0,0,0,0,0,0,0,0,0,224,148.9,0,503,503,Daniel Potts,WHU,DEF,,0.3,0,3.9
503,741,1852,1,3,5,27,6,0,0,8,251,373,1221,184.7,72,504,504,James Tomkins,WHU,DEF,100,0.3,251,4.6
504,741,0,0,0,0,0,0,0,0,0,0,0,1863,148.9,0,505,505,Leo Chambers,WHU,DEF,,0.7,0,3.9
505,741,3420,2,4,9,47,5,0,0,13,510,593,157008,210.1,129,506,506,Aaron Cresswell,WHU,DEF,,5.2,510,5.6
506,741,3312,6,8,9,45,3,0,0,26,615,694,574787,232,160,507,507,Stewart Downing,WHU,MD,100,18.7,615,5.9
507,741,2302,2,5,7,31,4,0,0,12,351,483,-79956,203.3,89,508,508,Mark Noble,WHU,MD,100,1.3,351,5.3
508,741,34,0,0,0,2,0,0,0,0,4,3,-778,183.7,1,509,509,Ravel Morrison,WHU,MD,100,0,4,4.8
509,741,1749,1,1,5,21,2,0,0,4,226,215,-129374,237.2,62,510,510,Kevin Nolan,WHU,MD,100,1.1,226,6.2
511,741,0,0,0,0,0,0,0,0,0,0,0,-4760,171,0,512,512,Alou Diarra,WHU,MD,,0.1,0,4.5
512,741,416,0,0,1,5,0,0,0,0,34,57,-1984,200.9,14,513,513,Matthew Jarvis,WHU,MD,100,0,34,5.2
513,741,2657,4,3,7,38,5,0,0,6,368,377,7455,186.9,98,514,514,Cheikhou Kouyat_,WHU,MD,100,0.5,368,4.9
514,741,91,0,0,0,2,1,0,0,0,5,17,-18920,164.6,3,515,515,Diego Poyet,WHU,MD,100,0.4,5,4.3
515,741,1024,5,2,3,11,2,0,0,7,178,169,4116,255.6,56,516,516,Andy Carroll,WHU,FWD,0,0.2,178,6.3
516,741,223,0,0,1,2,0,0,0,0,26,11,-61213,160.8,6,517,517,Ricardo Vaz Te,WHU,FWD,100,1.5,26,4.1
517,741,0,0,0,0,0,0,0,0,0,0,0,-1001,186.4,0,518,518,Modibo Maiga,WHU,FWD,0,0,0,4.9
518,741,14,0,0,0,1,0,0,0,0,1,4,-2125,165.5,1,519,519,Elliot Lee,WHU,FWD,100,0.2,1,4.3
519,741,912,2,0,2,16,2,0,0,0,106,88,-12641,180.6,36,520,520,Carlton Cole,WHU,FWD,100,0.6,106,4.6
529,741,2101,4,6,10,24,2,0,0,8,336,209,3855,251,94,530,530,Enner Valencia,WHU,FWD,100,0.7,336,6.3
569,741,1755,9,3,4,23,2,0,0,14,325,292,40445,211.1,98,570,570,Diafra Sakho,WHU,FWD,100,1.7,325,5.2
575,741,415,0,0,2,4,0,0,0,2,38,92,3088,152,19,576,576,Reece Burke,WHU,DEF,,0.2,38,4
592,735,2245,0,3,7,32,4,0,0,2,275,352,4792,173.9,67,593,593,Alexandre Song,WHU,MD,100,0.3,275,4.8
598,735,1184,3,1,5,18,3,0,0,0,190,176,2003,174.4,54,599,599,Morgan Amalfitano,WHU,MD,100,0.1,190,4.9
627,675,0,0,0,0,0,0,0,0,0,0,0,118,121.5,0,628,628,Sebastian Lletget,WHU,MD,,0,0,4.5
658,531,0,0,0,0,0,0,0,0,0,0,0,1060,71.5,0,659,659,Doneil Henry,WHU,DEF,100,0,0,3.9
670,488,0,0,0,0,0,0,0,0,0,0,0,1125,64,0,671,671,Reece Oxford,WHU,DEF,,0,0,4
680,390,135,0,0,0,3,0,0,0,0,8,21,73,67.5,8,681,681,Anderson Luis de Carvalho,WHU,MD,,0,8,5.3
685,335,0,0,0,0,0,0,0,0,0,0,0,352,40,0,686,686,Emmanuel Onariase,WHU,DEF,,0,0,4
686,335,0,0,0,0,0,0,0,0,0,0,0,59,45,0,687,687,Josh Cullen,WHU,MD,,0,0,4.5